record_id,age,gender,education_level,education_mismatch,sector_of_interest,current_employment_sector,formal_informal,region,location_type,monthly_income,region_employment_rate,regional_unemployment_rate,unemployment_duration,digital_skills_level,technical_skills,training_participation,program_type,household_income,household_size,employment_outcome,intervention_effectiveness,employment_duration_post_intervention,youth_unemployment_rate,urban_rural_employment_rate
143,17,Female,TVET,FALSE,ICT,ICT,Formal,Kigali,Urban,171837.56,73.93,19.23,None,Basic,['Coding'],FALSE,None,High,7,TRUE,Effective,8,19.4,64.41
144,25,Male,Secondary,TRUE,Education,None,None,Kigali,Urban,None,68.8,12.53,10,Basic,[],TRUE,None,Low,8,FALSE,None,None,19.4,66.1
145,22,Female,University,FALSE,Construction,Construction,Formal,Eastern,Rural,197221.83,50.44,10.17,None,Basic,[],TRUE,None,Medium,4,TRUE,Effective,12,19.4,51.51
146,22,Male,Primary or Less,TRUE,Retail,None,None,Kigali,Rural,None,65.69,17.02,8,Intermediate,"['Marketing', 'Project Management']",FALSE,None,High,8,FALSE,None,None,19.4,54.1
147,16,Male,TVET,FALSE,Education,Education,Informal,Kigali,Urban,155044.55,63.89,18.44,None,Intermediate,[],TRUE,Digital Skills,High,1,TRUE,Moderately Effective,10,19.4,62.45
148,19,Female,University,FALSE,Education,None,None,Kigali,Urban,None,42.09,12.63,2,Basic,['Coding'],FALSE,None,Medium,5,FALSE,None,None,19.4,53.93
149,22,Male,TVET,TRUE,Agriculture,None,None,Kigali,Urban,None,83.25,29.12,12,Advanced,['Data Analysis'],TRUE,Digital Skills,Medium,7,FALSE,None,None,19.4,70.52
150,25,Female,Secondary,FALSE,Construction,None,None,Kigali,Urban,None,45.01,29.87,None,Intermediate,['Data Analysis'],FALSE,None,Medium,3,FALSE,None,None,19.4,62.07
151,25,Female,Primary or Less,TRUE,Agriculture,None,None,Kigali,Urban,None,80.11,26.24,5,Advanced,[],FALSE,None,Low,3,FALSE,None,None,19.4,54.45
152,24,Female,University,FALSE,Construction,None,None,Kigali,Urban,None,45.86,15.84,None,Intermediate,['Data Analysis'],FALSE,None,Medium,8,FALSE,None,None,19.4,60.52
153,25,Male,Secondary,FALSE,Construction,None,None,Kigali,Urban,None,63.92,25.89,None,Advanced,['Data Analysis'],FALSE,None,High,7,FALSE,None,None,19.4,57.06
154,21,Male,Secondary,FALSE,Construction,None,None,Kigali,Urban,None,79.44,15.89,None,Advanced,[],TRUE,Business Development,Low,4,FALSE,None,None,19.4,75.98
155,24,Female,Secondary,FALSE,Agriculture,Agriculture,Formal,Kigali,Urban,270961.18,53.38,25.64,None,Intermediate,[],FALSE,None,Medium,2,TRUE,Effective,6,19.4,78.93
156,23,Female,University,FALSE,Construction,Construction,Informal,Kigali,Urban,183899.9,63.17,20.1,None,Advanced,[],TRUE,Vocational Training,Low,3,TRUE,Moderately Effective,1,19.4,50.18
157,17,Male,Secondary,TRUE,Agriculture,None,None,Kigali,Urban,None,47.03,27.65,20,Basic,['Coding'],TRUE,None,High,2,FALSE,None,None,19.4,50.97
158,20,Male,University,FALSE,Healthcare,Healthcare,Informal,Kigali,Urban,280680.46,54.72,14.17,None,Basic,['Coding'],TRUE,Vocational Training,Medium,2,TRUE,Effective,4,19.4,75.15
159,16,Female,Secondary,FALSE,Construction,None,None,Kigali,Urban,None,45.29,21.66,None,Intermediate,"['Marketing', 'Project Management']",FALSE,None,Medium,8,FALSE,None,None,19.4,64.3
160,24,Male,Primary or Less,FALSE,Retail,Retail,Informal,Kigali,Urban,118655.02,89.15,24.42,None,Basic,['Coding'],FALSE,None,Low,3,TRUE,Effective,3,19.4,75.08
161,20,Female,TVET,TRUE,Agriculture,None,None,Kigali,Urban,None,72.03,28.46,6,Intermediate,['Data Analysis'],FALSE,None,Medium,1,FALSE,None,None,19.4,57.65
162,19,Female,University,FALSE,Agriculture,Agriculture,Formal,Kigali,Urban,126155.47,46.76,22.46,None,Advanced,"['Marketing', 'Project Management']",TRUE,None,Medium,8,TRUE,Effective,10,19.4,61.68
163,25,Female,Primary or Less,TRUE,Retail,None,None,Kigali,Urban,None,61.26,29.47,3,Intermediate,['Data Analysis'],FALSE,None,Medium,4,FALSE,None,None,19.4,76.43
164,18,Male,TVET,FALSE,Agriculture,Agriculture,Formal,Kigali,Rural,273058.91,40.26,14.85,None,Basic,"['Marketing', 'Project Management']",FALSE,None,Low,7,TRUE,Moderately Effective,8,19.4,36.26
165,17,Male,Secondary,FALSE,Healthcare,None,None,Kigali,Urban,None,89.32,23.25,None,Advanced,['Data Analysis'],TRUE,Business Development,Medium,6,FALSE,None,None,19.4,65.83
166,23,Male,Primary or Less,FALSE,Construction,Construction,Formal,Kigali,Urban,74371.39,85.01,21.24,None,Basic,['Data Analysis'],FALSE,None,Medium,6,TRUE,Moderately Effective,3,19.4,60.03
167,24,Female,TVET,FALSE,Agriculture,Agriculture,Formal,Kigali,Urban,143756.93,88.72,18.83,None,Basic,['Coding'],FALSE,None,Medium,8,TRUE,Moderately Effective,5,19.4,66.16
168,17,Male,Primary or Less,FALSE,ICT,None,None,Kigali,Urban,None,72.02,21.92,None,Basic,[],TRUE,Vocational Training,High,7,FALSE,None,None,19.4,69.15
169,22,Male,Primary or Less,FALSE,Agriculture,Agriculture,Formal,Kigali,Urban,116416.79,52.24,13,None,Intermediate,"['Marketing', 'Project Management']",FALSE,None,Low,8,TRUE,Effective,4,19.4,56.08
170,25,Female,TVET,FALSE,ICT,ICT,Informal,Kigali,Urban,198580.6,47.75,13.87,None,Intermediate,['Coding'],TRUE,Business Development,Low,2,TRUE,Effective,9,19.4,63.91
171,24,Male,Secondary,FALSE,ICT,ICT,Formal,Kigali,Urban,241155.46,60.18,21.24,None,Advanced,['Data Analysis'],FALSE,None,Medium,1,TRUE,Effective,5,19.4,72.38
172,23,Female,Secondary,FALSE,ICT,ICT,Formal,Kigali,Urban,258539.33,50.1,18.3,None,Advanced,[],FALSE,None,Medium,4,TRUE,Effective,12,19.4,50.01
173,17,Female,Secondary,TRUE,Retail,None,None,Kigali,Urban,None,61.38,16.88,18,Basic,['Data Analysis'],FALSE,None,Low,4,FALSE,None,None,19.4,63.26
174,19,Female,Primary or Less,TRUE,ICT,None,None,Kigali,Urban,None,64.28,21.83,10,Intermediate,['Data Analysis'],TRUE,Business Development,Medium,5,FALSE,None,None,19.4,60.16
175,19,Female,University,FALSE,Education,Education,Informal,Kigali,Urban,250716.41,84.48,16.97,None,Advanced,"['Marketing', 'Project Management']",TRUE,Digital Skills,Medium,1,TRUE,Effective,8,19.4,60.35
176,22,Female,Primary or Less,TRUE,Education,None,None,Kigali,Urban,None,67.52,29,8,Basic,['Data Analysis'],TRUE,None,Low,1,FALSE,None,None,19.4,74.51
177,16,Female,University,FALSE,ICT,ICT,Formal,Kigali,Urban,194547.3,57.86,24.56,None,Intermediate,[],TRUE,None,High,3,TRUE,Effective,11,19.4,68.98
178,17,Male,TVET,FALSE,ICT,ICT,Formal,Kigali,Urban,274681.53,52.81,20.07,None,Intermediate,[],FALSE,None,Medium,4,TRUE,Moderately Effective,5,19.4,73.35
179,21,Female,TVET,FALSE,Construction,None,None,Kigali,Urban,None,45.26,10.51,None,Intermediate,[],TRUE,Digital Skills,Low,5,FALSE,None,None,19.4,52.8
180,18,Female,Secondary,TRUE,Healthcare,None,None,Southern,Rural,None,67.79,28.89,4,Advanced,[],TRUE,Business Development,Medium,4,FALSE,None,None,19.4,53.28
181,21,Male,Secondary,FALSE,Healthcare,Healthcare,Formal,Northern,Rural,80484.16,66.17,25.83,None,Advanced,['Coding'],FALSE,None,Medium,3,TRUE,Moderately Effective,2,19.4,38
182,19,Female,Secondary,FALSE,Agriculture,Agriculture,Formal,Eastern,Rural,190238.57,63.25,25.02,None,Basic,['Coding'],FALSE,None,Low,7,TRUE,Effective,3,19.4,48.95
183,25,Male,Secondary,FALSE,Construction,None,None,Kigali,Urban,None,87.94,24.33,None,Advanced,['Coding'],TRUE,None,Medium,3,FALSE,None,None,19.4,64.92
184,19,Male,University,FALSE,ICT,ICT,Informal,Kigali,Urban,104945.26,88.62,11.14,None,Basic,"['Marketing', 'Project Management']",FALSE,None,Medium,6,TRUE,Effective,10,19.4,52.22
185,18,Female,TVET,FALSE,ICT,None,None,Kigali,Urban,None,78.81,26.81,None,Advanced,"['Marketing', 'Project Management']",TRUE,Vocational Training,Low,4,FALSE,None,None,19.4,53.52
186,20,Male,TVET,FALSE,Healthcare,None,None,Kigali,Urban,None,52.59,14.59,None,Advanced,[],TRUE,Digital Skills,Low,6,FALSE,None,None,19.4,50.54
187,19,Male,TVET,FALSE,Retail,None,None,Kigali,Urban,None,46.21,13.96,None,Advanced,"['Marketing', 'Project Management']",TRUE,Business Development,High,8,FALSE,None,None,19.4,65.49
188,25,Male,University,FALSE,ICT,ICT,Informal,Kigali,Urban,112678.45,48.36,29.85,None,Intermediate,"['Marketing', 'Project Management']",FALSE,None,High,2,TRUE,Moderately Effective,7,19.4,73.02
189,18,Male,Secondary,TRUE,Construction,None,None,Kigali,Urban,None,58.39,26.14,9,Intermediate,[],TRUE,None,High,2,FALSE,None,None,19.4,71.15
190,23,Male,Secondary,TRUE,Agriculture,None,None,Kigali,Urban,None,86.75,18.78,21,Basic,['Coding'],TRUE,Business Development,Low,6,FALSE,None,None,19.4,64.09
191,17,Male,University,FALSE,Agriculture,None,None,Kigali,Urban,None,66.67,23.04,12,Advanced,['Data Analysis'],TRUE,Digital Skills,High,7,FALSE,None,None,19.4,74.29
192,19,Female,University,FALSE,Healthcare,Healthcare,Informal,Kigali,Urban,239645.37,78.9,28.75,None,Advanced,"['Marketing', 'Project Management']",TRUE,Business Development,Low,5,TRUE,Ineffective,5,19.4,77.83
193,25,Male,TVET,FALSE,Healthcare,None,None,Kigali,Urban,None,41.28,17.33,None,Intermediate,"['Marketing', 'Project Management']",FALSE,None,High,1,FALSE,None,None,19.4,67.26
194,17,Female,Secondary,TRUE,Education,None,None,Kigali,Urban,None,40.86,17.29,12,Basic,['Coding'],TRUE,Business Development,Medium,4,FALSE,None,None,19.4,68.07
195,16,Male,TVET,FALSE,Construction,Construction,Informal,Western,Rural,209904.95,52.09,21.4,None,Basic,['Data Analysis'],FALSE,None,Low,5,TRUE,Effective,9,19.4,55.01
196,24,Female,TVET,FALSE,Construction,Construction,Formal,Kigali,Urban,151328.3,77.13,23.63,None,Intermediate,[],TRUE,Digital Skills,High,1,TRUE,Ineffective,6,19.4,50.09
197,19,Female,Primary or Less,FALSE,ICT,None,None,Kigali,Urban,None,51.25,27.62,None,Basic,['Coding'],TRUE,None,Low,4,FALSE,None,None,19.4,74.75
198,23,Male,TVET,FALSE,Retail,Retail,Informal,Kigali,Urban,213878.5,53.73,13.61,None,Intermediate,[],TRUE,Business Development,High,8,TRUE,Ineffective,2,19.4,70.34
199,18,Male,University,FALSE,Education,None,None,Kigali,Urban,None,42.1,14.96,None,Advanced,['Coding'],TRUE,Vocational Training,Medium,1,FALSE,None,None,19.4,55.56
200,16,Female,Secondary,FALSE,Education,None,None,Kigali,Urban,None,72.68,27.64,None,Advanced,['Coding'],TRUE,Digital Skills,High,8,FALSE,None,None,19.4,63.88
201,25,Male,Primary or Less,FALSE,Agriculture,Agriculture,Formal,Kigali,Urban,186907.74,84.82,12.48,None,Basic,['Data Analysis'],FALSE,None,Medium,6,TRUE,Ineffective,6,19.4,58.38
202,22,Male,Secondary,FALSE,Agriculture,Agriculture,Informal,Kigali,Urban,80944.95,69.06,16.17,None,Intermediate,"['Marketing', 'Project Management']",FALSE,None,High,4,TRUE,Ineffective,3,19.4,66.16
203,19,Male,TVET,TRUE,Education,None,None,Southern,Rural,None,83.59,11.33,20,Advanced,"['Marketing', 'Project Management']",FALSE,None,Medium,4,FALSE,None,None,19.4,50.38
204,18,Female,University,FALSE,ICT,None,None,Kigali,Urban,None,60.18,16.86,22,Advanced,['Data Analysis'],TRUE,None,Low,3,FALSE,None,None,19.4,60.39
205,23,Female,TVET,FALSE,ICT,ICT,Informal,Kigali,Urban,164065.92,69.38,23.69,None,Basic,[],FALSE,None,Low,3,TRUE,Effective,7,19.4,73.12
206,23,Female,Primary or Less,TRUE,Retail,None,None,Kigali,Urban,None,79.88,26.54,7,Advanced,['Data Analysis'],TRUE,Business Development,High,5,FALSE,None,None,19.4,64.68
207,16,Male,University,FALSE,Construction,Construction,Formal,Kigali,Urban,282541.35,50.83,20.18,None,Intermediate,['Coding'],FALSE,None,Low,1,TRUE,Ineffective,9,19.4,65.76
208,19,Female,University,FALSE,Retail,Retail,Informal,Southern,Rural,87061.77,50.27,24.13,None,Advanced,['Data Analysis'],TRUE,Digital Skills,High,2,TRUE,Effective,8,19.4,42.68
209,22,Male,University,FALSE,Construction,Construction,Formal,Southern,Rural,101740.41,42.24,13.31,None,Intermediate,[],TRUE,Business Development,Low,1,TRUE,Effective,8,19.4,48.65
210,21,Male,TVET,FALSE,Healthcare,None,None,Western,Rural,None,73.34,21.72,None,Basic,['Data Analysis'],TRUE,Vocational Training,High,2,FALSE,None,None,19.4,40.97
211,18,Female,TVET,FALSE,Education,None,None,Kigali,Urban,None,86.2,18.42,None,Advanced,[],FALSE,None,Low,7,FALSE,None,None,19.4,53.24
212,18,Female,TVET,FALSE,Retail,None,None,Kigali,Urban,None,65.22,16.26,None,Advanced,[],FALSE,None,High,6,FALSE,None,None,19.4,74.02
213,23,Male,University,FALSE,ICT,None,None,Kigali,Urban,None,81.82,27.51,None,Intermediate,['Coding'],FALSE,None,Low,8,FALSE,None,None,19.4,64.53
214,21,Male,Secondary,TRUE,ICT,None,None,Kigali,Rural,None,52.18,23.51,23,Advanced,[],TRUE,Vocational Training,Low,6,FALSE,None,None,19.4,50.74
215,24,Female,University,FALSE,Education,Education,Informal,Kigali,Urban,277095.66,42.72,24.54,None,Basic,['Data Analysis'],FALSE,None,High,3,TRUE,Ineffective,3,19.4,74.7
216,17,Female,Secondary,FALSE,Retail,Retail,Formal,Kigali,Urban,160754.83,66.42,19.63,None,Advanced,[],TRUE,Vocational Training,High,5,TRUE,Moderately Effective,2,19.4,73.74
217,20,Male,University,FALSE,Retail,Retail,Formal,Kigali,Urban,81956.95,62.98,28.6,None,Basic,['Coding'],TRUE,Digital Skills,Medium,4,TRUE,Moderately Effective,2,19.4,65.51
218,24,Male,TVET,TRUE,Construction,None,None,Southern,Rural,None,57.27,28.64,24,Intermediate,['Coding'],TRUE,None,High,5,FALSE,None,None,19.4,57.51
219,25,Female,Secondary,FALSE,Education,None,None,Kigali,Urban,None,81.39,29.67,None,Advanced,"['Marketing', 'Project Management']",FALSE,None,High,3,FALSE,None,None,19.4,65.08
220,25,Male,TVET,FALSE,Construction,None,None,Kigali,Urban,None,57.16,23.2,None,Basic,['Data Analysis'],TRUE,None,Medium,2,FALSE,None,None,19.4,66.23
221,25,Female,University,FALSE,Healthcare,Healthcare,Informal,Kigali,Urban,187975.36,73.17,13.05,None,Basic,['Data Analysis'],TRUE,None,High,5,TRUE,Ineffective,12,19.4,75.68
222,18,Male,Primary or Less,TRUE,Agriculture,None,None,Kigali,Urban,None,73.1,14.54,15,Advanced,['Coding'],FALSE,None,Low,1,FALSE,None,None,19.4,61.76
223,20,Female,TVET,TRUE,Healthcare,None,None,Kigali,Urban,None,86.91,19.37,3,Intermediate,"['Marketing', 'Project Management']",FALSE,None,Medium,4,FALSE,None,None,19.4,70.9
224,18,Female,University,FALSE,Education,None,None,Kigali,Urban,None,78.75,12.72,None,Advanced,[],TRUE,Vocational Training,Low,2,FALSE,None,None,19.4,52.89
225,16,Female,University,FALSE,Healthcare,Healthcare,Formal,Kigali,Urban,257384.98,43.11,15.6,None,Basic,"['Marketing', 'Project Management']",FALSE,None,Medium,8,TRUE,Effective,10,19.4,54.86
226,19,Male,Secondary,FALSE,Construction,Construction,Formal,Kigali,Urban,289817.35,88.42,18.08,None,Advanced,[],TRUE,Vocational Training,Low,6,TRUE,Ineffective,7,19.4,63.98
227,23,Female,University,FALSE,Agriculture,Agriculture,Informal,Kigali,Urban,275297.21,50.91,20,None,Intermediate,['Data Analysis'],TRUE,None,Medium,6,TRUE,Effective,11,19.4,65.56
228,20,Female,Primary or Less,TRUE,Agriculture,None,None,Kigali,Urban,None,45.92,24.11,9,Intermediate,"['Marketing', 'Project Management']",TRUE,Digital Skills,Medium,8,FALSE,None,None,19.4,72.72
229,20,Female,TVET,FALSE,Agriculture,Agriculture,Formal,Kigali,Urban,111671.38,83.57,23.63,None,Advanced,['Coding'],TRUE,Business Development,Medium,2,TRUE,Effective,7,19.4,57.57
230,23,Female,Primary or Less,TRUE,ICT,None,None,Southern,Rural,None,68.28,11.41,6,Intermediate,"['Marketing', 'Project Management']",FALSE,None,High,1,FALSE,None,None,19.4,50.73
231,17,Male,Secondary,FALSE,Healthcare,Healthcare,Informal,Kigali,Urban,223590.27,47.02,25.26,None,Basic,['Data Analysis'],TRUE,Digital Skills,Low,3,TRUE,Moderately Effective,9,19.4,56.75
232,19,Male,Primary or Less,FALSE,Agriculture,None,None,Kigali,Urban,None,42.24,25.57,None,Advanced,"['Marketing', 'Project Management']",FALSE,None,Low,8,FALSE,None,None,19.4,79.57
233,25,Female,Primary or Less,FALSE,Healthcare,Healthcare,Formal,Kigali,Urban,244003.65,41.7,16.87,None,Intermediate,['Coding'],TRUE,Vocational Training,Medium,4,TRUE,Effective,7,19.4,59.96
234,20,Male,University,FALSE,Education,None,None,Kigali,Urban,None,42.36,29,None,Basic,['Data Analysis'],TRUE,None,Medium,5,FALSE,None,None,19.4,54.88
235,23,Female,University,FALSE,Education,Education,Formal,Kigali,Urban,220909.77,59.5,19.69,None,Basic,['Coding'],TRUE,None,High,5,TRUE,Ineffective,10,19.4,68.92
236,25,Female,Primary or Less,FALSE,Agriculture,Agriculture,Formal,Kigali,Urban,229378.77,75.59,25.74,None,Advanced,"['Marketing', 'Project Management']",TRUE,Business Development,High,1,TRUE,Moderately Effective,8,19.4,71.83
237,16,Female,University,FALSE,Agriculture,Agriculture,Informal,Western,Rural,231464.12,41.89,22.51,None,Intermediate,"['Marketing', 'Project Management']",TRUE,Digital Skills,Low,5,TRUE,Moderately Effective,4,19.4,53.09
238,20,Male,University,FALSE,Construction,None,None,Kigali,Urban,None,82.1,24.61,9,Advanced,"['Marketing', 'Project Management']",TRUE,Business Development,Medium,1,FALSE,None,None,19.4,53.98
239,21,Female,University,FALSE,Healthcare,None,None,Kigali,Urban,None,45.73,24.33,None,Intermediate,['Coding'],TRUE,Vocational Training,Low,6,FALSE,None,None,19.4,64.29
240,25,Female,TVET,TRUE,ICT,None,None,Northern,Rural,None,42.13,14.01,20,Advanced,"['Marketing', 'Project Management']",TRUE,Digital Skills,High,3,FALSE,None,None,19.4,41.14
241,18,Female,University,FALSE,Education,None,None,Kigali,Urban,None,89.26,20.61,None,Advanced,"['Marketing', 'Project Management']",TRUE,Business Development,High,4,FALSE,None,None,19.4,79.69
242,21,Female,University,FALSE,Education,None,None,Kigali,Urban,None,43.67,25.49,None,Basic,"['Marketing', 'Project Management']",TRUE,None,High,6,FALSE,None,None,19.4,62.17
243,17,Female,TVET,FALSE,Construction,Construction,Formal,Kigali,Urban,83144.92,73.33,11.71,None,Advanced,['Coding'],FALSE,None,Medium,8,TRUE,Moderately Effective,12,19.4,63.56
244,18,Female,TVET,TRUE,Education,None,None,Kigali,Urban,None,83.86,26.65,14,Intermediate,['Coding'],FALSE,None,Low,7,FALSE,None,None,19.4,55.1
245,25,Female,TVET,FALSE,Education,Education,Formal,Kigali,Urban,188004.41,85.11,28.9,None,Advanced,['Coding'],TRUE,None,High,1,TRUE,Moderately Effective,5,19.4,70.66
246,20,Female,TVET,FALSE,Construction,Construction,Formal,Western,Rural,227041.74,70.69,17.04,None,Intermediate,['Data Analysis'],FALSE,None,High,1,TRUE,Effective,12,19.4,59.42
247,21,Female,Secondary,FALSE,Healthcare,Healthcare,Informal,Southern,Rural,66474.12,75.74,14.42,None,Intermediate,['Coding'],TRUE,None,Low,5,TRUE,Ineffective,4,19.4,32.17
248,23,Male,Primary or Less,FALSE,ICT,None,None,Kigali,Urban,None,86.85,18.89,None,Intermediate,['Data Analysis'],FALSE,None,High,7,FALSE,None,None,19.4,54.05
249,25,Male,Secondary,FALSE,Education,Education,Formal,Southern,Rural,78686.39,79.78,29.3,None,Advanced,['Coding'],TRUE,Digital Skills,Low,3,TRUE,Ineffective,3,19.4,54.24
250,23,Male,TVET,FALSE,Healthcare,None,None,Eastern,Rural,None,89.1,11.29,None,Advanced,['Data Analysis'],TRUE,Business Development,High,2,FALSE,None,None,19.4,39.39
251,18,Male,University,FALSE,Retail,None,None,Kigali,Urban,None,41.37,18.01,None,Advanced,[],TRUE,None,Low,3,FALSE,None,None,19.4,54.5
252,24,Male,TVET,FALSE,Education,None,None,Northern,Rural,None,50.32,14.58,None,Basic,['Data Analysis'],FALSE,None,Low,7,FALSE,None,None,19.4,55.3
253,17,Female,Secondary,FALSE,Retail,None,None,Kigali,Urban,None,78.52,14.87,None,Advanced,['Data Analysis'],FALSE,None,Medium,2,FALSE,None,None,19.4,71.78
254,22,Female,TVET,FALSE,Construction,None,None,Kigali,Urban,None,86.58,28.99,None,Intermediate,['Coding'],FALSE,None,Low,5,FALSE,None,None,19.4,77.43
255,25,Male,Secondary,TRUE,ICT,None,None,Kigali,Urban,None,56.45,23.07,10,Basic,[],TRUE,Business Development,Low,5,FALSE,None,None,19.4,57.55
256,17,Female,Primary or Less,FALSE,Retail,None,None,Kigali,Urban,None,50.2,11.43,None,Advanced,['Data Analysis'],TRUE,Digital Skills,Medium,7,FALSE,None,None,19.4,67.38
257,17,Male,Secondary,FALSE,Agriculture,Agriculture,Formal,Kigali,Urban,218944.86,57.9,21.91,None,Advanced,[],FALSE,None,High,8,TRUE,Ineffective,9,19.4,75.31
258,22,Female,University,FALSE,Retail,None,None,Northern,Rural,None,56.64,27.91,None,Basic,['Coding'],TRUE,Business Development,High,8,FALSE,None,None,19.4,36.36
259,22,Female,University,FALSE,Education,Education,Formal,Northern,Rural,90921.76,47.99,13.96,None,Advanced,['Coding'],FALSE,None,Low,3,TRUE,Moderately Effective,8,19.4,39.97
260,19,Male,University,FALSE,Construction,Construction,Formal,Eastern,Rural,189881.24,49.26,20.22,None,Basic,['Coding'],TRUE,Business Development,Medium,4,TRUE,Ineffective,8,19.4,53.87
261,17,Female,TVET,FALSE,ICT,None,None,Kigali,Urban,None,45.89,20.21,None,Advanced,"['Marketing', 'Project Management']",FALSE,None,Low,5,FALSE,None,None,19.4,62.4
262,23,Male,Primary or Less,FALSE,Education,Education,Informal,Kigali,Urban,210662.39,70.69,23.33,None,Basic,['Coding'],FALSE,None,Low,8,TRUE,Effective,8,19.4,54.87
263,23,Male,Primary or Less,FALSE,ICT,ICT,Informal,Kigali,Urban,274293.11,55.97,20.72,None,Basic,['Data Analysis'],TRUE,Digital Skills,High,5,TRUE,Moderately Effective,6,19.4,71.55
264,25,Male,TVET,FALSE,Healthcare,None,None,Kigali,Urban,None,58.12,22.6,None,Intermediate,['Coding'],FALSE,None,Medium,2,FALSE,None,None,19.4,71.61
265,24,Male,University,FALSE,Healthcare,None,None,Kigali,Urban,None,50.64,28.45,4,Advanced,['Data Analysis'],TRUE,Digital Skills,High,3,FALSE,None,None,19.4,60.03
